"game_id","season","week","game_date","home_team","away_team","home_score","away_score","winner","win_location"
"2021_03_CHI_CLE",2021,3,"2021-09-26","CLE","CHI",26,6,"CLE","home"
"2021_03_CIN_PIT",2021,3,"2021-09-26","PIT","CIN",10,24,"CIN","away"
"2021_03_GB_SF",2021,3,"2021-09-26","SF","GB",28,30,"GB","away"
"2021_03_IND_TEN",2021,3,"2021-09-26","TEN","IND",25,16,"TEN","home"
"2021_03_LAC_KC",2021,3,"2021-09-26","KC","LAC",24,30,"LAC","away"
"2021_03_MIA_LV",2021,3,"2021-09-26","LV","MIA",31,28,"LV","home"
"2021_03_NO_NE",2021,3,"2021-09-26","NE","NO",13,28,"NO","away"
"2021_03_NYJ_DEN",2021,3,"2021-09-26","DEN","NYJ",26,0,"DEN","home"
"2021_03_PHI_DAL",2021,3,"2021-09-27","DAL","PHI",41,21,"DAL","home"
"2021_03_SEA_MIN",2021,3,"2021-09-26","MIN","SEA",30,17,"MIN","home"
"2021_03_TB_LA",2021,3,"2021-09-26","LA","TB",34,24,"LA","home"
"2021_03_WAS_BUF",2021,3,"2021-09-26","BUF","WAS",43,21,"BUF","home"
"2021_04_ARI_LA",2021,4,"2021-10-03","LA","ARI",20,37,"ARI","away"
"2021_04_BAL_DEN",2021,4,"2021-10-03","DEN","BAL",7,23,"BAL","away"
"2021_04_CAR_DAL",2021,4,"2021-10-03","DAL","CAR",36,28,"DAL","home"
"2021_04_CLE_MIN",2021,4,"2021-10-03","MIN","CLE",7,14,"CLE","away"
"2021_04_DET_CHI",2021,4,"2021-10-03","CHI","DET",24,14,"CHI","home"
"2021_04_HOU_BUF",2021,4,"2021-10-03","BUF","HOU",40,0,"BUF","home"
"2021_04_IND_MIA",2021,4,"2021-10-03","MIA","IND",17,27,"IND","away"
"2021_04_JAX_CIN",2021,4,"2021-09-30","CIN","JAX",24,21,"CIN","home"
"2021_04_KC_PHI",2021,4,"2021-10-03","PHI","KC",30,42,"KC","away"
"2021_04_LV_LAC",2021,4,"2021-10-04","LAC","LV",28,14,"LAC","home"
"2021_04_NYG_NO",2021,4,"2021-10-03","NO","NYG",21,27,"NYG","away"
"2021_04_PIT_GB",2021,4,"2021-10-03","GB","PIT",27,17,"GB","home"
"2021_04_SEA_SF",2021,4,"2021-10-03","SF","SEA",21,28,"SEA","away"
"2021_04_TB_NE",2021,4,"2021-10-03","NE","TB",17,19,"TB","away"
"2021_04_TEN_NYJ",2021,4,"2021-10-03","NYJ","TEN",27,24,"NYJ","home"
"2021_04_WAS_ATL",2021,4,"2021-10-03","ATL","WAS",30,34,"WAS","away"
"2021_05_BUF_KC",2021,5,"2021-10-10","KC","BUF",20,38,"BUF","away"
"2021_05_CHI_LV",2021,5,"2021-10-10","LV","CHI",9,20,"CHI","away"
"2021_05_CLE_LAC",2021,5,"2021-10-10","LAC","CLE",47,42,"LAC","home"
"2021_05_DEN_PIT",2021,5,"2021-10-10","PIT","DEN",27,19,"PIT","home"
"2021_05_DET_MIN",2021,5,"2021-10-10","MIN","DET",19,17,"MIN","home"
"2021_05_GB_CIN",2021,5,"2021-10-10","CIN","GB",22,25,"GB","away"
"2021_05_IND_BAL",2021,5,"2021-10-11","BAL","IND",31,25,"BAL","home"
"2021_05_LA_SEA",2021,5,"2021-10-07","SEA","LA",17,26,"LA","away"
"2021_05_MIA_TB",2021,5,"2021-10-10","TB","MIA",45,17,"TB","home"
"2021_05_NE_HOU",2021,5,"2021-10-10","HOU","NE",22,25,"NE","away"
"2021_05_NO_WAS",2021,5,"2021-10-10","WAS","NO",22,33,"NO","away"
"2021_05_NYG_DAL",2021,5,"2021-10-10","DAL","NYG",44,20,"DAL","home"
"2021_05_NYJ_ATL",2021,5,"2021-10-10","ATL","NYJ",27,20,"ATL","home"
"2021_05_PHI_CAR",2021,5,"2021-10-10","CAR","PHI",18,21,"PHI","away"
"2021_05_SF_ARI",2021,5,"2021-10-10","ARI","SF",17,10,"ARI","home"
"2021_05_TEN_JAX",2021,5,"2021-10-10","JAX","TEN",19,37,"TEN","away"
"2021_06_ARI_CLE",2021,6,"2021-10-17","CLE","ARI",14,37,"ARI","away"
"2021_06_BUF_TEN",2021,6,"2021-10-18","TEN","BUF",34,31,"TEN","home"
"2021_06_CIN_DET",2021,6,"2021-10-17","DET","CIN",11,34,"CIN","away"
"2021_06_DAL_NE",2021,6,"2021-10-17","NE","DAL",29,35,"DAL","away"
"2021_06_GB_CHI",2021,6,"2021-10-17","CHI","GB",14,24,"GB","away"
"2021_06_HOU_IND",2021,6,"2021-10-17","IND","HOU",31,3,"IND","home"
"2021_06_KC_WAS",2021,6,"2021-10-17","WAS","KC",13,31,"KC","away"
"2021_06_LAC_BAL",2021,6,"2021-10-17","BAL","LAC",34,6,"BAL","home"
"2021_06_LA_NYG",2021,6,"2021-10-17","NYG","LA",11,38,"LA","away"
"2021_06_LV_DEN",2021,6,"2021-10-17","DEN","LV",24,34,"LV","away"
"2021_06_MIA_JAX",2021,6,"2021-10-17","JAX","MIA",23,20,"JAX","home"
"2021_06_MIN_CAR",2021,6,"2021-10-17","CAR","MIN",28,34,"MIN","away"
"2021_06_SEA_PIT",2021,6,"2021-10-17","PIT","SEA",23,20,"PIT","home"
"2021_06_TB_PHI",2021,6,"2021-10-14","PHI","TB",22,28,"TB","away"
"2021_07_ATL_MIA",2021,7,"2021-10-24","MIA","ATL",28,30,"ATL","away"
"2021_07_CAR_NYG",2021,7,"2021-10-24","NYG","CAR",25,3,"NYG","home"
"2021_07_CHI_TB",2021,7,"2021-10-24","TB","CHI",38,3,"TB","home"
"2021_07_CIN_BAL",2021,7,"2021-10-24","BAL","CIN",17,41,"CIN","away"
"2021_07_DEN_CLE",2021,7,"2021-10-21","CLE","DEN",17,14,"CLE","home"
"2021_07_DET_LA",2021,7,"2021-10-24","LA","DET",28,19,"LA","home"
"2021_07_HOU_ARI",2021,7,"2021-10-24","ARI","HOU",31,5,"ARI","home"
"2021_07_IND_SF",2021,7,"2021-10-24","SF","IND",18,30,"IND","away"
"2021_07_KC_TEN",2021,7,"2021-10-24","TEN","KC",27,3,"TEN","home"
"2021_07_NO_SEA",2021,7,"2021-10-25","SEA","NO",10,13,"NO","away"
"2021_07_NYJ_NE",2021,7,"2021-10-24","NE","NYJ",54,13,"NE","home"
"2021_07_PHI_LV",2021,7,"2021-10-24","LV","PHI",33,22,"LV","home"
"2021_07_WAS_GB",2021,7,"2021-10-24","GB","WAS",24,10,"GB","home"
"2021_08_CAR_ATL",2021,8,"2021-10-31","ATL","CAR",13,19,"CAR","away"
"2021_08_CIN_NYJ",2021,8,"2021-10-31","NYJ","CIN",34,31,"NYJ","home"
"2021_08_DAL_MIN",2021,8,"2021-10-31","MIN","DAL",16,20,"DAL","away"
"2021_08_GB_ARI",2021,8,"2021-10-28","ARI","GB",21,24,"GB","away"
"2021_08_JAX_SEA",2021,8,"2021-10-31","SEA","JAX",31,7,"SEA","home"
"2021_08_LA_HOU",2021,8,"2021-10-31","HOU","LA",22,38,"LA","away"
"2021_08_MIA_BUF",2021,8,"2021-10-31","BUF","MIA",26,11,"BUF","home"
"2021_08_NE_LAC",2021,8,"2021-10-31","LAC","NE",24,27,"NE","away"
"2021_08_NYG_KC",2021,8,"2021-11-01","KC","NYG",20,17,"KC","home"
"2021_08_PHI_DET",2021,8,"2021-10-31","DET","PHI",6,44,"PHI","away"
"2021_08_PIT_CLE",2021,8,"2021-10-31","CLE","PIT",10,15,"PIT","away"
"2021_08_SF_CHI",2021,8,"2021-10-31","CHI","SF",22,33,"SF","away"
"2021_08_TB_NO",2021,8,"2021-10-31","NO","TB",36,27,"NO","home"
"2021_08_TEN_IND",2021,8,"2021-10-31","IND","TEN",31,34,"TEN","away"
"2021_08_WAS_DEN",2021,8,"2021-10-31","DEN","WAS",17,10,"DEN","home"
"2021_09_ARI_SF",2021,9,"2021-11-07","SF","ARI",17,31,"ARI","away"
"2021_09_ATL_NO",2021,9,"2021-11-07","NO","ATL",25,27,"ATL","away"
"2021_09_BUF_JAX",2021,9,"2021-11-07","JAX","BUF",9,6,"JAX","home"
"2021_09_CHI_PIT",2021,9,"2021-11-08","PIT","CHI",29,27,"PIT","home"
"2021_09_CLE_CIN",2021,9,"2021-11-07","CIN","CLE",16,41,"CLE","away"
"2021_09_DEN_DAL",2021,9,"2021-11-07","DAL","DEN",16,30,"DEN","away"
"2021_09_GB_KC",2021,9,"2021-11-07","KC","GB",13,7,"KC","home"
"2021_09_HOU_MIA",2021,9,"2021-11-07","MIA","HOU",17,9,"MIA","home"
"2021_09_LAC_PHI",2021,9,"2021-11-07","PHI","LAC",24,27,"LAC","away"
"2021_09_LV_NYG",2021,9,"2021-11-07","NYG","LV",23,16,"NYG","home"
"2021_09_MIN_BAL",2021,9,"2021-11-07","BAL","MIN",34,31,"BAL","home"
"2021_09_NE_CAR",2021,9,"2021-11-07","CAR","NE",6,24,"NE","away"
"2021_09_NYJ_IND",2021,9,"2021-11-04","IND","NYJ",45,30,"IND","home"
"2021_09_TEN_LA",2021,9,"2021-11-07","LA","TEN",16,28,"TEN","away"
"2021_10_ATL_DAL",2021,10,"2021-11-14","DAL","ATL",43,3,"DAL","home"
"2021_10_BAL_MIA",2021,10,"2021-11-11","MIA","BAL",22,10,"MIA","home"
"2021_10_BUF_NYJ",2021,10,"2021-11-14","NYJ","BUF",17,45,"BUF","away"
"2021_10_CAR_ARI",2021,10,"2021-11-14","ARI","CAR",10,34,"CAR","away"
"2021_10_CLE_NE",2021,10,"2021-11-14","NE","CLE",45,7,"NE","home"
"2021_10_DET_PIT",2021,10,"2021-11-14","PIT","DET",16,16,"tie","tie"
"2021_10_JAX_IND",2021,10,"2021-11-14","IND","JAX",23,17,"IND","home"
"2021_10_KC_LV",2021,10,"2021-11-14","LV","KC",14,41,"KC","away"
"2021_10_LA_SF",2021,10,"2021-11-15","SF","LA",31,10,"SF","home"
"2021_10_MIN_LAC",2021,10,"2021-11-14","LAC","MIN",20,27,"MIN","away"
"2021_10_NO_TEN",2021,10,"2021-11-14","TEN","NO",23,21,"TEN","home"
"2021_10_PHI_DEN",2021,10,"2021-11-14","DEN","PHI",13,30,"PHI","away"
"2021_10_SEA_GB",2021,10,"2021-11-14","GB","SEA",17,0,"GB","home"
"2021_10_TB_WAS",2021,10,"2021-11-14","WAS","TB",29,19,"WAS","home"
"2021_11_ARI_SEA",2021,11,"2021-11-21","SEA","ARI",13,23,"ARI","away"
"2021_11_BAL_CHI",2021,11,"2021-11-21","CHI","BAL",13,16,"BAL","away"
"2021_11_CIN_LV",2021,11,"2021-11-21","LV","CIN",13,32,"CIN","away"
"2021_11_DAL_KC",2021,11,"2021-11-21","KC","DAL",19,9,"KC","home"
"2021_11_DET_CLE",2021,11,"2021-11-21","CLE","DET",13,10,"CLE","home"
"2021_11_GB_MIN",2021,11,"2021-11-21","MIN","GB",34,31,"MIN","home"
"2021_11_HOU_TEN",2021,11,"2021-11-21","TEN","HOU",13,22,"HOU","away"
"2021_11_IND_BUF",2021,11,"2021-11-21","BUF","IND",15,41,"IND","away"
"2021_11_MIA_NYJ",2021,11,"2021-11-21","NYJ","MIA",17,24,"MIA","away"
"2021_11_NE_ATL",2021,11,"2021-11-18","ATL","NE",0,25,"NE","away"
"2021_11_NO_PHI",2021,11,"2021-11-21","PHI","NO",40,29,"PHI","home"
"2021_11_NYG_TB",2021,11,"2021-11-22","TB","NYG",30,10,"TB","home"
"2021_11_PIT_LAC",2021,11,"2021-11-21","LAC","PIT",41,37,"LAC","home"
"2021_11_SF_JAX",2021,11,"2021-11-21","JAX","SF",10,30,"SF","away"
"2021_11_WAS_CAR",2021,11,"2021-11-21","CAR","WAS",21,27,"WAS","away"
"2021_12_ATL_JAX",2021,12,"2021-11-28","JAX","ATL",14,21,"ATL","away"
"2021_12_BUF_NO",2021,12,"2021-11-25","NO","BUF",6,31,"BUF","away"
"2021_12_CAR_MIA",2021,12,"2021-11-28","MIA","CAR",33,10,"MIA","home"
"2021_12_CHI_DET",2021,12,"2021-11-25","DET","CHI",14,16,"CHI","away"
"2021_12_CLE_BAL",2021,12,"2021-11-28","BAL","CLE",16,10,"BAL","home"
"2021_12_LAC_DEN",2021,12,"2021-11-28","DEN","LAC",28,13,"DEN","home"
"2021_12_LA_GB",2021,12,"2021-11-28","GB","LA",36,28,"GB","home"
"2021_12_LV_DAL",2021,12,"2021-11-25","DAL","LV",33,36,"LV","away"
"2021_12_MIN_SF",2021,12,"2021-11-28","SF","MIN",34,26,"SF","home"
"2021_12_NYJ_HOU",2021,12,"2021-11-28","HOU","NYJ",14,21,"NYJ","away"
"2021_12_PHI_NYG",2021,12,"2021-11-28","NYG","PHI",13,7,"NYG","home"
"2021_12_PIT_CIN",2021,12,"2021-11-28","CIN","PIT",41,10,"CIN","home"
"2021_12_SEA_WAS",2021,12,"2021-11-29","WAS","SEA",17,15,"WAS","home"
"2021_12_TB_IND",2021,12,"2021-11-28","IND","TB",31,38,"TB","away"
"2021_12_TEN_NE",2021,12,"2021-11-28","NE","TEN",36,13,"NE","home"
"2021_13_ARI_CHI",2021,13,"2021-12-05","CHI","ARI",22,33,"ARI","away"
"2021_13_BAL_PIT",2021,13,"2021-12-05","PIT","BAL",20,19,"PIT","home"
"2021_13_DAL_NO",2021,13,"2021-12-02","NO","DAL",17,27,"DAL","away"
"2021_13_DEN_KC",2021,13,"2021-12-05","KC","DEN",22,9,"KC","home"
"2021_13_IND_HOU",2021,13,"2021-12-05","HOU","IND",0,31,"IND","away"
"2021_13_JAX_LA",2021,13,"2021-12-05","LA","JAX",37,7,"LA","home"
"2021_13_LAC_CIN",2021,13,"2021-12-05","CIN","LAC",22,41,"LAC","away"
"2021_13_MIN_DET",2021,13,"2021-12-05","DET","MIN",29,27,"DET","home"
"2021_13_NE_BUF",2021,13,"2021-12-06","BUF","NE",10,14,"NE","away"
"2021_13_NYG_MIA",2021,13,"2021-12-05","MIA","NYG",20,9,"MIA","home"
"2021_13_PHI_NYJ",2021,13,"2021-12-05","NYJ","PHI",18,33,"PHI","away"
"2021_13_SF_SEA",2021,13,"2021-12-05","SEA","SF",30,23,"SEA","home"
"2021_13_TB_ATL",2021,13,"2021-12-05","ATL","TB",17,30,"TB","away"
"2021_13_WAS_LV",2021,13,"2021-12-05","LV","WAS",15,17,"WAS","away"
"2021_14_ATL_CAR",2021,14,"2021-12-12","CAR","ATL",21,29,"ATL","away"
"2021_14_BAL_CLE",2021,14,"2021-12-12","CLE","BAL",24,22,"CLE","home"
"2021_14_BUF_TB",2021,14,"2021-12-12","TB","BUF",33,27,"TB","home"
"2021_14_CHI_GB",2021,14,"2021-12-12","GB","CHI",45,30,"GB","home"
"2021_14_DAL_WAS",2021,14,"2021-12-12","WAS","DAL",20,27,"DAL","away"
"2021_14_DET_DEN",2021,14,"2021-12-12","DEN","DET",38,10,"DEN","home"
"2021_14_JAX_TEN",2021,14,"2021-12-12","TEN","JAX",20,0,"TEN","home"
"2021_14_LA_ARI",2021,14,"2021-12-13","ARI","LA",23,30,"LA","away"
"2021_14_LV_KC",2021,14,"2021-12-12","KC","LV",48,9,"KC","home"
"2021_14_NO_NYJ",2021,14,"2021-12-12","NYJ","NO",9,30,"NO","away"
"2021_14_NYG_LAC",2021,14,"2021-12-12","LAC","NYG",37,21,"LAC","home"
"2021_14_PIT_MIN",2021,14,"2021-12-09","MIN","PIT",36,28,"MIN","home"
"2021_14_SEA_HOU",2021,14,"2021-12-12","HOU","SEA",13,33,"SEA","away"
"2021_14_SF_CIN",2021,14,"2021-12-12","CIN","SF",23,26,"SF","away"
"2021_15_ARI_DET",2021,15,"2021-12-19","DET","ARI",30,12,"DET","home"
"2021_15_ATL_SF",2021,15,"2021-12-19","SF","ATL",31,13,"SF","home"
"2021_15_CAR_BUF",2021,15,"2021-12-19","BUF","CAR",31,14,"BUF","home"
"2021_15_CIN_DEN",2021,15,"2021-12-19","DEN","CIN",10,15,"CIN","away"
"2021_15_DAL_NYG",2021,15,"2021-12-19","NYG","DAL",6,21,"DAL","away"
"2021_15_GB_BAL",2021,15,"2021-12-19","BAL","GB",30,31,"GB","away"
"2021_15_HOU_JAX",2021,15,"2021-12-19","JAX","HOU",16,30,"HOU","away"
"2021_15_KC_LAC",2021,15,"2021-12-16","LAC","KC",28,34,"KC","away"
"2021_15_LV_CLE",2021,15,"2021-12-20","CLE","LV",14,16,"LV","away"
"2021_15_MIN_CHI",2021,15,"2021-12-20","CHI","MIN",9,17,"MIN","away"
"2021_15_NE_IND",2021,15,"2021-12-18","IND","NE",27,17,"IND","home"
"2021_15_NO_TB",2021,15,"2021-12-19","TB","NO",0,9,"NO","away"
"2021_15_NYJ_MIA",2021,15,"2021-12-19","MIA","NYJ",31,24,"MIA","home"
"2021_15_SEA_LA",2021,15,"2021-12-21","LA","SEA",20,10,"LA","home"
"2021_15_TEN_PIT",2021,15,"2021-12-19","PIT","TEN",19,13,"PIT","home"
"2021_15_WAS_PHI",2021,15,"2021-12-21","PHI","WAS",27,17,"PHI","home"
"2021_16_BAL_CIN",2021,16,"2021-12-26","CIN","BAL",41,21,"CIN","home"
"2021_16_BUF_NE",2021,16,"2021-12-26","NE","BUF",21,33,"BUF","away"
"2021_16_CHI_SEA",2021,16,"2021-12-26","SEA","CHI",24,25,"CHI","away"
"2021_16_CLE_GB",2021,16,"2021-12-25","GB","CLE",24,22,"GB","home"
"2021_16_DEN_LV",2021,16,"2021-12-26","LV","DEN",17,13,"LV","home"
"2021_16_DET_ATL",2021,16,"2021-12-26","ATL","DET",20,16,"ATL","home"
"2021_16_IND_ARI",2021,16,"2021-12-25","ARI","IND",16,22,"IND","away"
"2021_16_JAX_NYJ",2021,16,"2021-12-26","NYJ","JAX",26,21,"NYJ","home"
"2021_16_LAC_HOU",2021,16,"2021-12-26","HOU","LAC",41,29,"HOU","home"
"2021_16_LA_MIN",2021,16,"2021-12-26","MIN","LA",23,30,"LA","away"
"2021_16_MIA_NO",2021,16,"2021-12-27","NO","MIA",3,20,"MIA","away"
"2021_16_NYG_PHI",2021,16,"2021-12-26","PHI","NYG",34,10,"PHI","home"
"2021_16_PIT_KC",2021,16,"2021-12-26","KC","PIT",36,10,"KC","home"
"2021_16_SF_TEN",2021,16,"2021-12-23","TEN","SF",20,17,"TEN","home"
"2021_16_TB_CAR",2021,16,"2021-12-26","CAR","TB",6,32,"TB","away"
"2021_16_WAS_DAL",2021,16,"2021-12-26","DAL","WAS",56,14,"DAL","home"
"2021_17_ARI_DAL",2021,17,"2022-01-02","DAL","ARI",22,25,"ARI","away"
"2021_17_ATL_BUF",2021,17,"2022-01-02","BUF","ATL",29,15,"BUF","home"
"2021_17_CAR_NO",2021,17,"2022-01-02","NO","CAR",18,10,"NO","home"
"2021_17_CLE_PIT",2021,17,"2022-01-03","PIT","CLE",26,14,"PIT","home"
"2021_17_DEN_LAC",2021,17,"2022-01-02","LAC","DEN",34,13,"LAC","home"
"2021_17_DET_SEA",2021,17,"2022-01-02","SEA","DET",51,29,"SEA","home"
"2021_17_HOU_SF",2021,17,"2022-01-02","SF","HOU",23,7,"SF","home"
"2021_17_JAX_NE",2021,17,"2022-01-02","NE","JAX",50,10,"NE","home"
"2021_17_KC_CIN",2021,17,"2022-01-02","CIN","KC",34,31,"CIN","home"
"2021_17_LA_BAL",2021,17,"2022-01-02","BAL","LA",19,20,"LA","away"
"2021_17_LV_IND",2021,17,"2022-01-02","IND","LV",20,23,"LV","away"
"2021_17_MIA_TEN",2021,17,"2022-01-02","TEN","MIA",34,3,"TEN","home"
"2021_17_MIN_GB",2021,17,"2022-01-02","GB","MIN",37,10,"GB","home"
"2021_17_NYG_CHI",2021,17,"2022-01-02","CHI","NYG",29,3,"CHI","home"
"2021_17_PHI_WAS",2021,17,"2022-01-02","WAS","PHI",16,20,"PHI","away"
"2021_17_TB_NYJ",2021,17,"2022-01-02","NYJ","TB",24,28,"TB","away"
"2021_18_CAR_TB",2021,18,"2022-01-09","TB","CAR",41,17,"TB","home"
"2021_18_CHI_MIN",2021,18,"2022-01-09","MIN","CHI",31,17,"MIN","home"
"2021_18_CIN_CLE",2021,18,"2022-01-09","CLE","CIN",21,16,"CLE","home"
"2021_18_DAL_PHI",2021,18,"2022-01-08","PHI","DAL",26,51,"DAL","away"
"2021_18_GB_DET",2021,18,"2022-01-09","DET","GB",37,30,"DET","home"
"2021_18_IND_JAX",2021,18,"2022-01-09","JAX","IND",26,11,"JAX","home"
"2021_18_KC_DEN",2021,18,"2022-01-08","DEN","KC",24,28,"KC","away"
"2021_18_LAC_LV",2021,18,"2022-01-09","LV","LAC",35,32,"LV","home"
"2021_18_NE_MIA",2021,18,"2022-01-09","MIA","NE",33,24,"MIA","home"
"2021_18_NO_ATL",2021,18,"2022-01-09","ATL","NO",20,30,"NO","away"
"2021_18_NYJ_BUF",2021,18,"2022-01-09","BUF","NYJ",27,10,"BUF","home"
"2021_18_PIT_BAL",2021,18,"2022-01-09","BAL","PIT",13,16,"PIT","away"
"2021_18_SEA_ARI",2021,18,"2022-01-09","ARI","SEA",30,38,"SEA","away"
"2021_18_SF_LA",2021,18,"2022-01-09","LA","SF",24,27,"SF","away"
"2021_18_TEN_HOU",2021,18,"2022-01-09","HOU","TEN",25,28,"TEN","away"
"2021_18_WAS_NYG",2021,18,"2022-01-09","NYG","WAS",7,22,"WAS","away"
"2021_19_ARI_LA",2021,19,"2022-01-17","LA","ARI",34,11,"LA","home"
"2021_19_LV_CIN",2021,19,"2022-01-15","CIN","LV",26,19,"CIN","home"
"2021_19_NE_BUF",2021,19,"2022-01-15","BUF","NE",47,17,"BUF","home"
"2021_19_PHI_TB",2021,19,"2022-01-16","TB","PHI",31,15,"TB","home"
"2021_19_PIT_KC",2021,19,"2022-01-16","KC","PIT",42,21,"KC","home"
"2021_19_SF_DAL",2021,19,"2022-01-16","DAL","SF",17,23,"SF","away"
"2021_20_BUF_KC",2021,20,"2022-01-23","KC","BUF",42,36,"KC","home"
"2021_20_CIN_TEN",2021,20,"2022-01-22","TEN","CIN",16,19,"CIN","away"
"2021_20_LA_TB",2021,20,"2022-01-23","TB","LA",27,30,"LA","away"
"2021_20_SF_GB",2021,20,"2022-01-22","GB","SF",10,13,"SF","away"
"2021_21_CIN_KC",2021,21,"2022-01-30","KC","CIN",24,27,"CIN","away"
"2021_21_SF_LA",2021,21,"2022-01-30","LA","SF",20,17,"LA","home"
"2021_22_LA_CIN",2021,22,"2022-02-13","CIN","LA",20,23,"LA","away"
"2022_01_BAL_NYJ",2022,1,"2022-09-11","NYJ","BAL",9,24,"BAL","away"
"2022_01_BUF_LA",2022,1,"2022-09-08","LA","BUF",10,31,"BUF","away"
"2022_01_CLE_CAR",2022,1,"2022-09-11","CAR","CLE",24,26,"CLE","away"
"2022_01_DEN_SEA",2022,1,"2022-09-12","SEA","DEN",17,16,"SEA","home"
"2022_01_GB_MIN",2022,1,"2022-09-11","MIN","GB",23,7,"MIN","home"
"2022_01_IND_HOU",2022,1,"2022-09-11","HOU","IND",20,20,"tie","tie"
"2022_01_JAX_WAS",2022,1,"2022-09-11","WAS","JAX",28,22,"WAS","home"
"2022_01_KC_ARI",2022,1,"2022-09-11","ARI","KC",21,44,"KC","away"
"2022_01_LV_LAC",2022,1,"2022-09-11","LAC","LV",24,19,"LAC","home"
"2022_01_NE_MIA",2022,1,"2022-09-11","MIA","NE",20,7,"MIA","home"
"2022_01_NO_ATL",2022,1,"2022-09-11","ATL","NO",26,27,"NO","away"
"2022_01_NYG_TEN",2022,1,"2022-09-11","TEN","NYG",20,21,"NYG","away"
"2022_01_PHI_DET",2022,1,"2022-09-11","DET","PHI",35,38,"PHI","away"
"2022_01_PIT_CIN",2022,1,"2022-09-11","CIN","PIT",20,23,"PIT","away"
"2022_01_SF_CHI",2022,1,"2022-09-11","CHI","SF",19,10,"CHI","home"
"2022_01_TB_DAL",2022,1,"2022-09-11","DAL","TB",3,19,"TB","away"
"2022_02_ARI_LV",2022,2,"2022-09-18","LV","ARI",23,29,"ARI","away"
"2022_02_ATL_LA",2022,2,"2022-09-18","LA","ATL",31,27,"LA","home"
"2022_02_CAR_NYG",2022,2,"2022-09-18","NYG","CAR",19,16,"NYG","home"
"2022_02_CHI_GB",2022,2,"2022-09-18","GB","CHI",27,10,"GB","home"
"2022_02_CIN_DAL",2022,2,"2022-09-18","DAL","CIN",20,17,"DAL","home"
"2022_02_HOU_DEN",2022,2,"2022-09-18","DEN","HOU",16,9,"DEN","home"
"2022_02_IND_JAX",2022,2,"2022-09-18","JAX","IND",24,0,"JAX","home"
"2022_02_LAC_KC",2022,2,"2022-09-15","KC","LAC",27,24,"KC","home"
"2022_02_MIA_BAL",2022,2,"2022-09-18","BAL","MIA",38,42,"MIA","away"
"2022_02_MIN_PHI",2022,2,"2022-09-19","PHI","MIN",24,7,"PHI","home"
"2022_02_NE_PIT",2022,2,"2022-09-18","PIT","NE",14,17,"NE","away"
"2022_02_NYJ_CLE",2022,2,"2022-09-18","CLE","NYJ",30,31,"NYJ","away"
"2022_02_SEA_SF",2022,2,"2022-09-18","SF","SEA",27,7,"SF","home"
"2022_02_TB_NO",2022,2,"2022-09-18","NO","TB",10,20,"TB","away"
"2022_02_TEN_BUF",2022,2,"2022-09-19","BUF","TEN",41,7,"BUF","home"
"2022_02_WAS_DET",2022,2,"2022-09-18","DET","WAS",36,27,"DET","home"
"2022_03_ATL_SEA",2022,3,"2022-09-25","SEA","ATL",23,27,"ATL","away"
"2022_03_BAL_NE",2022,3,"2022-09-25","NE","BAL",26,37,"BAL","away"
"2022_03_BUF_MIA",2022,3,"2022-09-25","MIA","BUF",21,19,"MIA","home"
"2022_03_CIN_NYJ",2022,3,"2022-09-25","NYJ","CIN",12,27,"CIN","away"
"2022_03_DAL_NYG",2022,3,"2022-09-26","NYG","DAL",16,23,"DAL","away"
"2022_03_DET_MIN",2022,3,"2022-09-25","MIN","DET",28,24,"MIN","home"
"2022_03_GB_TB",2022,3,"2022-09-25","TB","GB",12,14,"GB","away"
"2022_03_HOU_CHI",2022,3,"2022-09-25","CHI","HOU",23,20,"CHI","home"
"2022_03_JAX_LAC",2022,3,"2022-09-25","LAC","JAX",10,38,"JAX","away"
"2022_03_KC_IND",2022,3,"2022-09-25","IND","KC",20,17,"IND","home"
"2022_03_LA_ARI",2022,3,"2022-09-25","ARI","LA",12,20,"LA","away"
"2022_03_LV_TEN",2022,3,"2022-09-25","TEN","LV",24,22,"TEN","home"
"2022_03_NO_CAR",2022,3,"2022-09-25","CAR","NO",22,14,"CAR","home"
"2022_03_PHI_WAS",2022,3,"2022-09-25","WAS","PHI",8,24,"PHI","away"
"2022_03_PIT_CLE",2022,3,"2022-09-22","CLE","PIT",29,17,"CLE","home"
"2022_03_SF_DEN",2022,3,"2022-09-25","DEN","SF",11,10,"DEN","home"
"2022_04_ARI_CAR",2022,4,"2022-10-02","CAR","ARI",16,26,"ARI","away"
"2022_04_BUF_BAL",2022,4,"2022-10-02","BAL","BUF",20,23,"BUF","away"
"2022_04_CHI_NYG",2022,4,"2022-10-02","NYG","CHI",20,12,"NYG","home"
"2022_04_CLE_ATL",2022,4,"2022-10-02","ATL","CLE",23,20,"ATL","home"
"2022_04_DEN_LV",2022,4,"2022-10-02","LV","DEN",32,23,"LV","home"
"2022_04_JAX_PHI",2022,4,"2022-10-02","PHI","JAX",29,21,"PHI","home"
"2022_04_KC_TB",2022,4,"2022-10-02","TB","KC",31,41,"KC","away"
"2022_04_LAC_HOU",2022,4,"2022-10-02","HOU","LAC",24,34,"LAC","away"
"2022_04_LA_SF",2022,4,"2022-10-03","SF","LA",24,9,"SF","home"
"2022_04_MIA_CIN",2022,4,"2022-09-29","CIN","MIA",27,15,"CIN","home"
